SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0332.FBCIN,1FSS73:1,,,IGN #3 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49344,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0342.FBCIN,1FSS74:1,,,IGN #4 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49354,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0352.FBCIN,1FSS75:1,,,IGN #5 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49364,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0362.FBCIN,1FSS76:1,,,IGN #6 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49374,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0372.FBCIN,1FSS77:1,,,IGN #7 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49384,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0382.FBCIN,1FSS78:1,,,IGN #8 FLAME ON   B,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49394,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0373.FBCIN,1FSS77:4,,,IGN #7 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49386,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0333.FBCIN,1FSS73:4,,,IGN #3 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49346,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0313.FBCIN,1FSS71:4,,,IGN #1 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49326,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0379.FBCIN,1FSS77:5,,,IGN #7 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49384,IVO = 0,,,,,
D,SCP,1C_IGN:IGBC0314.COUT,1FSS71:9,,DYN,DIGOUT,,,,IGN #1 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49324,,,,,,
D,SCP,1C_IGN:IGBC0324.COUT,1FSS72:9,,DYN,DIGOUT,,,,IGN #2 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49334,,,,,,
D,SCP,1C_IGN:IGBC0334.COUT,1FSS73:9,,DYN,DIGOUT,,,,IGN #3 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49344,,,,,,
D,SCP,1C_IGN:IGBC0344.COUT,1FSS74:9,,DYN,DIGOUT,,,,IGN #4 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49354,,,,,,
D,SCP,1C_IGN:IGBC0354.COUT,1FSS75:9,,DYN,DIGOUT,,,,IGN #5 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49364,,,,,,
D,SCP,1C_IGN:IGBC0364.COUT,1FSS76:9,,DYN,DIGOUT,,,,IGN #6 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49374,,,,,,
D,SCP,1C_IGN:IGBC0374.COUT,1FSS77:9,,DYN,DIGOUT,,,,IGN #7 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49384,,,,,,
D,SCP,1C_IGN:IGBC0384.COUT,1FSS78:9,,DYN,DIGOUT,,,,IGN #8 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49394,,,,,,
D,SCP,1C_IGN:IGZCC0313.COUT,1FSS71:10,,DYN,DIGOUT,,,,IGN #1 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49326,,,,,,
D,SCP,1C_IGN:IGZCC0323.COUT,1FSS72:10,,DYN,DIGOUT,,,,IGN #2 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49336,,,,,,
D,SCP,1C_IGN:IGZCC0333.COUT,1FSS73:10,,DYN,DIGOUT,,,,IGN #3 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49346,,,,,,
D,SCP,1C_IGN:IGZCC0343.COUT,1FSS74:10,,DYN,DIGOUT,,,,IGN #4 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49356,,,,,,
D,SCP,1C_IGN:IGZCC0353.COUT,1FSS75:10,,DYN,DIGOUT,,,,IGN #5 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49366,,,,,,
D,SCP,1C_IGN:IGZCC0363.COUT,1FSS76:10,,DYN,DIGOUT,,,,IGN #6 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49376,,,,,,
D,SCP,1C_IGN:IGZCC0373.COUT,1FSS77:10,,DYN,DIGOUT,,,,IGN #7 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49386,,,,,,
D,SCP,1C_IGN:IGZCC0383.COUT,1FSS78:10,,DYN,DIGOUT,,,,IGN #8 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49396,,,,,,
D,SCP,1C_IGN:IGZCO0313.COUT,1FSS71:11,,DYN,DIGOUT,,,,IGN #1 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49326,,,,,,
D,SCP,1C_IGN:IGZCO0323.COUT,1FSS72:11,,DYN,DIGOUT,,,,IGN #2 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49336,,,,,,
D,SCP,1C_IGN:IGZCO0333.COUT,1FSS73:11,,DYN,DIGOUT,,,,IGN #3 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49346,,,,,,
D,SCP,1C_IGN:IGZCO0343.COUT,1FSS74:11,,DYN,DIGOUT,,,,IGN #4 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49356,,,,,,
D,SCP,1C_IGN:IGZCO0353.COUT,1FSS75:11,,DYN,DIGOUT,,,,IGN #5 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49366,,,,,,
D,SCP,1C_IGN:IGZCO0363.COUT,1FSS76:11,,DYN,DIGOUT,,,,IGN #6 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49376,,,,,,
D,SCP,1C_IGN:IGZCO0373.COUT,1FSS77:11,,DYN,DIGOUT,,,,IGN #7 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49386,,,,,,
D,SCP,1C_IGN:IGZCO0383.COUT,1FSS78:11,,DYN,DIGOUT,,,,IGN #8 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49396,,,,,,
D,SCP,1C_IGN:IGBC0315.COUT,1FSS71:12,,DYN,DIGOUT,,,,IGN #1 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49324,,,,,,
D,SCP,1C_IGN:IGBC0325.COUT,1FSS72:12,,DYN,DIGOUT,,,,IGN #2 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49334,,,,,,
D,SCP,1C_IGN:IGBC0335.COUT,1FSS73:12,,DYN,DIGOUT,,,,IGN #3 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49344,,,,,,
D,SCP,1C_IGN:IGBC0345.COUT,1FSS74:12,,DYN,DIGOUT,,,,IGN #4 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49354,,,,,,
D,SCP,1C_IGN:IGBC0355.COUT,1FSS75:12,,DYN,DIGOUT,,,,IGN #5 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49364,,,,,,
D,SCP,1C_IGN:IGBC0365.COUT,1FSS76:12,,DYN,DIGOUT,,,,IGN #6 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49374,,,,,,
D,SCP,1C_IGN:IGBC0375.COUT,1FSS77:12,,DYN,DIGOUT,,,,IGN #7 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49384,,,,,,
D,SCP,1C_IGN:IGBC0385.COUT,1FSS78:12,,DYN,DIGOUT,,,,IGN #8 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49394,,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:BMES0401.FBCIN,1FSS84:7,,,ELEVATION AC      PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49401,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:BMES0402.FBCIN,1FSS81:7,,,ELEVATION DC      PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49401,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUISH0420.FBCIN,1FSS82:6,,,MILL CURRENT HIGH,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49401,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PULSH0417.FBCIN,1FSS81:4,,,PULV LUBE OIL SMP LEVEL NORMAL,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49401,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUPSL0417.FBCIN,1FSS82:1,,,PULV LUBE OIL LOW PRESSURE,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49401,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUTSH0421.FBCIN,1FSS82:5,,,PULV AIR TEMP GT  200F,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49403,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSC0419.FBCIN,1FSS84:3,,,HOT AIR GATE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49403,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSO0419.FBCIN,1FSS84:4,,,HOT AIR GATE      OPENED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49403,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUTSL0421.FBCIN,1FSS82:4,,,PULV AIR TEMP LT  200F,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49404,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSO0412.FBCIN,1FSS82:3,,,SEAL AIR VALVE    OPENED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49404,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSO0418.FBCIN,1FSS81:5,,,COLD AIR GATE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49404,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:CFFSH0010D.FBCIN,1FSS04:7,,,COAL ON BELT D,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49410,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSN0401.FBCIN,1FSS81:8,,,MILL BKR RACKED IN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49407,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSO0401.FBCIN,1FSS81:2,,,MILL OFF,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49407,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:CFZSO0401.FBCIN,1FSS84:2,,,FEEDER OFF,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49412,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:CFZSC0401.FBCIN,1FSS84:1,,,FEEDER ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49412,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:CFHSR0401.FBCIN,1FSS84:8,,,FEEDER IN REMOTE,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49412,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1DMILL:PUZSC0401.FBCIN,1FSS81:1,,,MILL ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49407,IVO = 0,,,,,
D,SCP,1DMILL:PUCC135.COUT,1FSS14:8,,DYN,DIGOUT,,,,MILL HIGH TEMP TO SOE,>,0.5,,,,,COUT : 1CPFSS : D1I49403,,,,,,
D,SCP,1DMILL:PUCC128.COUT,1FSS14:7,,DYN,DIGOUT,,,,MILL LOW LO PRESS TO SOE,>,0.5,,,,,COUT : 1CPFSS : D1I49401,,,,,,
D,SCP,1DMILL:CFZCC0401.COUT,1FSS84:9,,DYN,DIGOUT,,,,FEEDER START      COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49412,,,,,,
D,SCP,1DMILL:PUZCO0401A.COUT,1FSS81:10,,DYN,DIGOUT,,,,MILL STOP COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49407,,,,,,
D,SCP,1DMILL:PUZCC0401.COUT,1FSS81:9,,DYN,DIGOUT,,,,MILL START COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49407,,,,,,
D,SCP,1DMILL:PUZCO0401B.COUT,1FSS84:10,,DYN,DIGOUT,,,,MILL STOP COMMAND REDUNDANT,>,0.5,,,,,COUT : 1CPFSS : D1I49407,,,,,,
D,SCP,1DMILL:PUZCC0419.COUT,1FSS84:11,,DYN,DIGOUT,,,,HOT AIR GATE       CLOSE COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49403,,,,,,
D,SCP,1DMILL:PUZCO0419.COUT,1FSS84:12,,DYN,DIGOUT,,,,HOT AIR GATE OPEN COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49403,,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0412.FBCIN,1FSS91:1,,,IGN #1 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49424,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0422.FBCIN,1FSS92:1,,,IGN #2 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49434,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0432.FBCIN,1FSS93:1,,,IGN #3 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49444,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0442.FBCIN,1FSS94:1,,,IGN #4 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49454,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0452.FBCIN,1FSS95:1,,,IGN #5 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49464,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0462.FBCIN,1FSS96:1,,,IGN #6 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49474,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0472.FBCIN,1FSS97:1,,,IGN #7 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49484,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGBS0482.FBCIN,1FSS98:1,,,IGN #8 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49494,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0413.FBCIN,1FSS91:3,,,IGN #1 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49424,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0423.FBCIN,1FSS92:3,,,IGN #2 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49434,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0433.FBCIN,1FSS93:3,,,IGN #3 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49444,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0443.FBCIN,1FSS94:3,,,IGN #4 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49454,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0453.FBCIN,1FSS95:3,,,IGN #5 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49464,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0463.FBCIN,1FSS96:3,,,IGN #6 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49474,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0473.FBCIN,1FSS97:3,,,IGN #7 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49484,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGFS0483.FBCIN,1FSS98:3,,,IGN #8 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49494,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0436.FBCIN,1FSS93:7,,,IGN CORNER D3     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49446,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0446.FBCIN,1FSS94:7,,,IGN CORNER D4     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49456,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0469.FBCIN,1FSS96:5,,,IGN #6 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49474,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0486.FBCIN,1FSS98:7,,,IGN CORNER D8     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49496,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0429.FBCIN,1FSS92:5,,,IGN #2 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49434,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0476.FBCIN,1FSS97:7,,,IGN CORNER D7     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49486,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0456.FBCIN,1FSS95:7,,,IGN CORNER D5     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49466,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0439.FBCIN,1FSS93:5,,,IGN #3 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49444,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0459.FBCIN,1FSS95:5,,,IGN #5 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49464,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0449.FBCIN,1FSS94:5,,,IGN #4 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49454,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0419.FBCIN,1FSS91:5,,,IGN #1 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49424,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0466.FBCIN,1FSS96:7,,,IGN CORNER D6     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49476,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0463.FBCIN,1FSS96:4,,,IGN #6 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49476,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0433.FBCIN,1FSS93:6,,,IGN #3 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49446,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0489.FBCIN,1FSS98:5,,,IGN #8 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49494,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0483.FBCIN,1FSS98:4,,,IGN #8 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49496,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0413.FBCIN,1FSS91:6,,,IGN #1 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49426,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0443.FBCIN,1FSS94:6,,,IGN #4 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49456,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0453.FBCIN,1FSS95:6,,,IGN #5 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49466,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0473.FBCIN,1FSS97:6,,,IGN #7 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49486,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0463.FBCIN,1FSS96:6,,,IGN #6 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49476,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0443.FBCIN,1FSS94:4,,,IGN #4 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49456,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0423.FBCIN,1FSS92:6,,,IGN #2 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49436,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSC0483.FBCIN,1FSS98:6,,,IGN #8 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49496,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0453.FBCIN,1FSS95:4,,,IGN #5 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49466,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0426.FBCIN,1FSS92:7,,,IGN CORNER D2     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49436,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0423.FBCIN,1FSS92:4,,,IGN #2 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49436,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGES0416.FBCIN,1FSS91:7,,,IGN CORNER D1     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49426,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0473.FBCIN,1FSS97:4,,,IGN #7 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49486,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0433.FBCIN,1FSS93:4,,,IGN #3 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49446,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGZSO0413.FBCIN,1FSS91:4,,,IGN #1 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49426,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1D_IGN:IGHS0479.FBCIN,1FSS97:5,,,IGN #7 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49484,IVO = 0,,,,,
D,SCP,1D_IGN:IGBC0414.COUT,1FSS91:9,,DYN,DIGOUT,,,,IGN #1 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49424,,,,,,
D,SCP,1D_IGN:IGBC0424.COUT,1FSS92:9,,DYN,DIGOUT,,,,IGN #2 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49434,,,,,,
D,SCP,1D_IGN:IGBC0434.COUT,1FSS93:9,,DYN,DIGOUT,,,,IGN #3 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49444,,,,,,
D,SCP,1D_IGN:IGBC0444.COUT,1FSS94:9,,DYN,DIGOUT,,,,IGN #4 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49454,,,,,,
D,SCP,1D_IGN:IGBC0454.COUT,1FSS95:9,,DYN,DIGOUT,,,,IGN #5 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49464,,,,,,
D,SCP,1D_IGN:IGBC0464.COUT,1FSS96:9,,DYN,DIGOUT,,,,IGN #6 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49474,,,,,,
D,SCP,1D_IGN:IGBC0474.COUT,1FSS97:9,,DYN,DIGOUT,,,,IGN #7 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49484,,,,,,
D,SCP,1D_IGN:IGBC0484.COUT,1FSS98:9,,DYN,DIGOUT,,,,IGN #8 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49494,,,,,,
D,SCP,1D_IGN:IGZCC0413.COUT,1FSS91:10,,DYN,DIGOUT,,,,IGN #1 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49426,,,,,,
